,Qualification,Experiece,Ratings,Place,Profile,Fees
0,0.7379178707284019,0.5890873520558627,1.0215186995749257,0.7379178707284021,0.7379178707284023,100
1,0.7379178707284019,-0.507885459129769,0.6401708479639499,0.7379178707284021,0.7379178707284023,350
2,0.5030846215070107,-0.7821286619261769,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,300
3,-0.6710816245999445,-0.507885459129769,-1.968722418411772e-15,-0.6710816245999442,-0.671081624599944,250
4,-0.6710816245999445,0.22342974832731882,1.0215186995749257,-0.6710816245999442,-0.671081624599944,250
5,-0.6710816245999445,-0.8735430628583128,-1.968722418411772e-15,-0.6710816245999442,-0.671081624599944,100
6,-1.6104146214855088,2.2345465688343102,-1.968722418411772e-15,-1.6104146214855082,-1.6104146214855082,200
7,-1.8452478707069,-0.6907142609940409,0.8308447737694378,-1.8452478707068993,-1.845247870706899,200
8,0.7379178707284019,-0.32505665726549704,-1.968722418411772e-15,0.7379178707284021,0.7379178707284023,100
9,-1.8452478707069,0.4976729511237267,-1.968722418411772e-15,-1.8452478707068993,-1.845247870706899,100
10,0.5030846215070107,-1.1477862656547209,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,700
11,-0.6710816245999445,-0.9649574637904488,-1.968722418411772e-15,-0.6710816245999442,-0.671081624599944,100
12,0.7379178707284019,-0.7821286619261769,0.6401708479639499,0.7379178707284021,0.7379178707284023,200
13,0.7379178707284019,0.3148441492594548,-1.968722418411772e-15,0.7379178707284021,0.7379178707284023,350
14,0.5030846215070107,-0.507885459129769,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,500
15,0.7379178707284019,-0.6907142609940409,-1.968722418411772e-15,0.7379178707284021,0.7379178707284023,200
16,0.5030846215070107,0.5890873520558627,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,100
17,0.5030846215070107,-1.1477862656547209,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,300
18,0.5030846215070107,0.13201534739518284,-2.982633742340325,0.5030846215070109,0.503084621507011,400
19,0.5030846215070107,0.13201534739518284,1.0215186995749257,0.5030846215070109,0.503084621507011,150
20,0.7379178707284019,0.3148441492594548,1.0215186995749257,0.7379178707284021,0.7379178707284023,100
21,0.5030846215070107,-0.32505665726549704,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,500
22,0.5030846215070107,2.143132167902174,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,200
23,0.5030846215070107,1.2289881585808144,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,100
24,0.5030846215070107,0.4976729511237267,-1.968722418411772e-15,0.5030846215070109,0.503084621507011,100
25,-1.8452478707069,-1.1477862656547209,-1.968722418411772e-15,-1.8452478707068993,-1.845247870706899,100
26,0.5030846215070107,0.6805017529879986,1.0215186995749257,0.5030846215070109,0.503084621507011,500
27,0.7379178707284019,-0.507885459129769,0.06814907054748597,0.7379178707284021,0.7379178707284023,250
28,0.7379178707284019,-0.14222785540122507,-1.968722418411772e-15,0.7379178707284021,0.7379178707284023,100
29,0.5030846215070107,-0.23364225633336105,0.4494969221584619,0.5030846215070109,0.503084621507011,500
30,0.5030846215070107,-0.9649574637904488,0.4494969221584619,0.5030846215070109,0.503084621507011,500
31,-1.8452478707069,-0.5992998600619049,-1.968722418411772e-15,-1.8452478707068993,-1.845247870706899,500
32,0.5030846215070107,-0.32505665726549704,-0.12252485525800394,0.5030846215070109,0.503084621507011,100
33,0.7379178707284019,0.4976729511237267,-1.2665684100909316,0.7379178707284021,0.7379178707284023,500
